Start Time  Tuesday January 11 2022 18:31:09
Bitrate   500 kbit/s
Operating Mode  Std Ext ErrDet
Driver Version  4.1.212.0
"Bus","No","Time","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","49","00:00:05.762","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","50","00:00:05.796","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","51","00:00:05.870","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","52","00:00:05.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","53","00:00:06.170","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","54","00:00:06.231","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","55","00:00:06.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","56","00:00:06.470","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","57","00:00:06.669","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","58","00:00:06.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","59","00:00:06.769","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","60","00:00:06.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","61","00:00:07.070","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","62","00:00:07.107","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","63","00:00:07.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","64","00:00:07.370","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","65","00:00:07.542","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","66","00:00:07.670","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","67","00:00:07.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","68","00:00:07.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","69","00:00:07.970","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","70","00:00:07.980","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","71","00:00:08.270","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","72","00:00:08.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","73","00:00:08.416","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","74","00:00:08.570","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","75","00:00:08.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","76","00:00:08.853","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","77","00:00:08.870","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","78","00:00:08.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","79","00:00:09.170","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","80","00:00:09.291","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","81","00:00:09.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","82","00:00:09.470","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","83","00:00:09.726","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","84","00:00:09.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","85","00:00:09.770","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","86","00:00:09.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","87","00:00:10.070","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","88","00:00:10.164","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","89","00:00:10.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","90","00:00:10.370","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","91","00:00:10.601","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","92","00:00:10.631","      ","182","4","12 00 00 00","...."
"USB-to-CAN V2 compact  CAN-1","93","00:00:10.670","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","94","00:00:10.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","95","00:00:10.836","      ","182","4","5A 00 00 00","Z..."
"USB-to-CAN V2 compact  CAN-1","96","00:00:10.842","      ","606","8","2F 60 60 00 01 00 00 00","/``....."
"USB-to-CAN V2 compact  CAN-1","97","00:00:10.842","      ","586","8","60 60 60 00 00 00 00 00","```....."
"USB-to-CAN V2 compact  CAN-1","98","00:00:10.860","      ","206","2","0F 20",". "
"USB-to-CAN V2 compact  CAN-1","99","00:00:10.861","      ","186","6","33 07 B3 DD FF FF","3....."
"USB-to-CAN V2 compact  CAN-1","100","00:00:10.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","101","00:00:10.937","      ","186","6","37 86 B3 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","102","00:00:10.962","      ","406","8","00 00 00 00 00 00 02 00","........"
"USB-to-CAN V2 compact  CAN-1","103","00:00:10.970","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","104","00:00:10.986","      ","186","6","37 86 B4 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","105","00:00:11.016","      ","186","6","37 86 B5 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","106","00:00:11.041","      ","182","4","64 00 00 00","d..."
"USB-to-CAN V2 compact  CAN-1","107","00:00:11.047","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","108","00:00:11.071","      ","186","6","37 86 B4 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","109","00:00:11.079","      ","306","8","C8 71 FA FF 70 93 18 00",".q..p..."
"USB-to-CAN V2 compact  CAN-1","110","00:00:11.102","      ","206","2","3F 20","? "
"USB-to-CAN V2 compact  CAN-1","111","00:00:11.103","      ","186","6","37 92 B4 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","112","00:00:11.130","      ","206","2","2F 20","/ "
"USB-to-CAN V2 compact  CAN-1","113","00:00:11.130","      ","306","8","C8 71 FA FF 7D 4E 1B 00",".q..}N.."
"USB-to-CAN V2 compact  CAN-1","114","00:00:11.132","      ","602","8","2B 02 20 0F 00 01 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","115","00:00:11.133","      ","186","6","37 82 A2 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","116","00:00:11.135","      ","582","8","60 02 20 0F 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","117","00:00:11.144","      ","602","8","2B 03 20 0D 01 00 00 00","+. ....."
"USB-to-CAN V2 compact  CAN-1","118","00:00:11.147","      ","582","8","60 03 20 0D 00 00 00 00","`. ....."
"USB-to-CAN V2 compact  CAN-1","119","00:00:11.153","      ","206","2","3F 20","? "
"USB-to-CAN V2 compact  CAN-1","120","00:00:11.163","      ","186","6","37 92 87 DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","121","00:00:11.193","      ","186","6","37 92 63 DD FF FF","7.c..."
"USB-to-CAN V2 compact  CAN-1","122","00:00:11.223","      ","186","6","37 92 1A DD FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","123","00:00:11.253","      ","186","6","37 92 C5 DC FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","124","00:00:11.270","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","125","00:00:11.283","      ","186","6","37 92 66 DC FF FF","7.f..."
"USB-to-CAN V2 compact  CAN-1","126","00:00:11.313","      ","186","6","37 92 F4 DB FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","127","00:00:11.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","128","00:00:11.343","      ","186","6","37 92 72 DB FF FF","7.r..."
"USB-to-CAN V2 compact  CAN-1","129","00:00:11.373","      ","186","6","37 92 C6 DA FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","130","00:00:11.403","      ","186","6","37 92 E9 D9 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","131","00:00:11.434","      ","186","6","37 92 E5 D8 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","132","00:00:11.464","      ","186","6","37 92 B1 D7 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","133","00:00:11.494","      ","186","6","37 92 6E D6 FF FF","7.n..."
"USB-to-CAN V2 compact  CAN-1","134","00:00:11.513","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","135","00:00:11.524","      ","186","6","37 92 02 D5 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","136","00:00:11.554","      ","186","6","37 92 6D D3 FF FF","7.m..."
"USB-to-CAN V2 compact  CAN-1","137","00:00:11.570","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","138","00:00:11.584","      ","186","6","37 92 CD D1 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","139","00:00:11.614","      ","186","6","37 92 2A D0 FF FF","7.*..."
"USB-to-CAN V2 compact  CAN-1","140","00:00:11.644","      ","186","6","37 92 5A CE FF FF","7.Z..."
"USB-to-CAN V2 compact  CAN-1","141","00:00:11.674","      ","186","6","37 92 96 CC FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","142","00:00:11.704","      ","186","6","37 92 9C CA FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","143","00:00:11.734","      ","186","6","37 92 A1 C8 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","144","00:00:11.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","145","00:00:11.764","      ","186","6","37 92 A4 C6 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","146","00:00:11.794","      ","186","6","37 92 6E C4 FF FF","7.n..."
"USB-to-CAN V2 compact  CAN-1","147","00:00:11.824","      ","186","6","37 92 29 C2 FF FF","7.)..."
"USB-to-CAN V2 compact  CAN-1","148","00:00:11.854","      ","186","6","37 92 DE BF FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","149","00:00:11.870","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","150","00:00:11.884","      ","186","6","37 92 51 BD FF FF","7.Q..."
"USB-to-CAN V2 compact  CAN-1","151","00:00:11.914","      ","186","6","37 92 D9 BA FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","152","00:00:11.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","153","00:00:11.944","      ","186","6","37 92 21 B8 FF FF","7.!..."
"USB-to-CAN V2 compact  CAN-1","154","00:00:11.974","      ","186","6","37 92 6A B5 FF FF","7.j..."
"USB-to-CAN V2 compact  CAN-1","155","00:00:11.983","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","156","00:00:12.004","      ","186","6","37 92 B2 B2 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","157","00:00:12.034","      ","186","6","37 92 A8 AF FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","158","00:00:12.064","      ","186","6","37 92 9A AC FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","159","00:00:12.094","      ","186","6","37 92 91 A9 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","160","00:00:12.124","      ","186","6","37 92 4A A6 FF FF","7.J..."
"USB-to-CAN V2 compact  CAN-1","161","00:00:12.154","      ","186","6","37 92 46 A3 FF FF","7.F..."
"USB-to-CAN V2 compact  CAN-1","162","00:00:12.170","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","163","00:00:12.184","      ","186","6","37 92 F9 9F FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","164","00:00:12.214","      ","186","6","37 92 CE 9C FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","165","00:00:12.244","      ","186","6","37 92 5E 99 FF FF","7.^..."
"USB-to-CAN V2 compact  CAN-1","166","00:00:12.274","      ","186","6","37 92 10 96 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","167","00:00:12.304","      ","186","6","37 92 E5 92 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","168","00:00:12.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","169","00:00:12.334","      ","186","6","37 92 90 8F FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","170","00:00:12.364","      ","186","6","37 92 92 8C FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","171","00:00:12.394","      ","186","6","37 92 66 89 FF FF","7.f..."
"USB-to-CAN V2 compact  CAN-1","172","00:00:12.424","      ","186","6","37 92 43 86 FF FF","7.C..."
"USB-to-CAN V2 compact  CAN-1","173","00:00:12.448","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","174","00:00:12.454","      ","186","6","37 92 E1 82 FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","175","00:00:12.470","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","176","00:00:12.484","      ","186","6","37 92 C4 7F FF FF","7...."
"USB-to-CAN V2 compact  CAN-1","177","00:00:12.515","      ","186","6","37 92 67 7C FF FF","7.g|.."
"USB-to-CAN V2 compact  CAN-1","178","00:00:12.545","      ","186","6","37 92 48 79 FF FF","7.Hy.."
"USB-to-CAN V2 compact  CAN-1","179","00:00:12.575","      ","186","6","37 92 43 76 FF FF","7.Cv.."
"USB-to-CAN V2 compact  CAN-1","180","00:00:12.605","      ","186","6","37 92 FF 72 FF FF","7..r.."
"USB-to-CAN V2 compact  CAN-1","181","00:00:12.635","      ","186","6","37 92 DF 6F FF FF","7..o.."
"USB-to-CAN V2 compact  CAN-1","182","00:00:12.665","      ","186","6","37 92 7B 6C FF FF","7.{l.."
"USB-to-CAN V2 compact  CAN-1","183","00:00:12.695","      ","186","6","37 92 50 69 FF FF","7.Pi.."
"USB-to-CAN V2 compact  CAN-1","184","00:00:12.725","      ","186","6","37 92 F7 65 FF FF","7..e.."
"USB-to-CAN V2 compact  CAN-1","185","00:00:12.755","      ","186","6","37 92 C1 62 FF FF","7..b.."
"USB-to-CAN V2 compact  CAN-1","186","00:00:12.761","      ","704","1","05","."
"USB-to-CAN V2 compact  CAN-1","187","00:00:12.770","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","188","00:00:12.785","      ","186","6","37 92 87 5F FF FF","7.._.."
"USB-to-CAN V2 compact  CAN-1","189","00:00:12.815","      ","186","6","37 92 49 5C FF FF","7.I\.."
"USB-to-CAN V2 compact  CAN-1","190","00:00:12.845","      ","186","6","37 92 37 59 FF FF","7.7Y.."
"USB-to-CAN V2 compact  CAN-1","191","00:00:12.875","      ","186","6","37 92 05 56 FF FF","7..V.."
"USB-to-CAN V2 compact  CAN-1","192","00:00:12.905","      ","186","6","37 92 F4 52 FF FF","7..R.."
"USB-to-CAN V2 compact  CAN-1","193","00:00:12.918","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","194","00:00:12.934","      ","705","1","05","."
"USB-to-CAN V2 compact  CAN-1","195","00:00:12.935","      ","186","6","37 92 91 4F FF FF","7..O.."
"USB-to-CAN V2 compact  CAN-1","196","00:00:12.965","      ","186","6","37 92 62 4C FF FF","7.bL.."
"USB-to-CAN V2 compact  CAN-1","197","00:00:12.995","      ","186","6","37 92 13 49 FF FF","7..I.."
"USB-to-CAN V2 compact  CAN-1","198","00:00:13.025","      ","186","6","37 92 09 46 FF FF","7..F.."
"USB-to-CAN V2 compact  CAN-1","199","00:00:13.055","      ","186","6","37 92 01 43 FF FF","7..C.."
"USB-to-CAN V2 compact  CAN-1","200","00:00:13.070","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","201","00:00:13.085","      ","186","6","37 92 88 3F FF FF","7..?.."
"USB-to-CAN V2 compact  CAN-1","202","00:00:13.115","      ","186","6","37 92 42 3C FF FF","7.B<.."
"USB-to-CAN V2 compact  CAN-1","203","00:00:13.145","      ","186","6","37 92 FB 38 FF FF","7..8.."
"USB-to-CAN V2 compact  CAN-1","204","00:00:13.175","      ","186","6","37 92 11 36 FF FF","7..6.."
"USB-to-CAN V2 compact  CAN-1","205","00:00:13.205","      ","186","6","37 92 DB 32 FF FF","7..2.."
"USB-to-CAN V2 compact  CAN-1","206","00:00:13.235","      ","186","6","37 92 76 2F FF FF","7.v/.."
"USB-to-CAN V2 compact  CAN-1","207","00:00:13.265","      ","186","6","37 92 2F 2C FF FF","7./,.."
"USB-to-CAN V2 compact  CAN-1","208","00:00:13.295","      ","186","6","37 92 FF 28 FF FF","7..(.."
"USB-to-CAN V2 compact  CAN-1","209","00:00:13.325","      ","186","6","37 92 23 26 FF FF","7.#&.."
"USB-to-CAN V2 compact  CAN-1","210","00:00:13.326","      ","706","1","05","."
"USB-to-CAN V2 compact  CAN-1","211","00:00:13.355","      ","186","6","37 92 EB 22 FF FF","7.."".."
"USB-to-CAN V2 compact  CAN-1","212","00:00:13.370","      ","702","1","05","."
"USB-to-CAN V2 compact  CAN-1","213","00:00:13.383","      ","703","1","05","."
"USB-to-CAN V2 compact  CAN-1","214","00:00:13.385","      ","186","6","37 92 A5 1F FF FF","7....."
"USB-to-CAN V2 compact  CAN-1","215","00:00:13.415","      ","186","6","37 92 2A 1C FF FF","7.*..."
